Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)

100000000;TOTAL ACTIVOS;24.651.651.113.426;22.856.329.495.532;180.018.464.771;6.081.904.053.042;53.769.903.126.771
105000000;EFECTIVO Y DEPÓSITOS EN BANCOS;927.541.763.123;0;0;1.403.664.947.427;2.331.206.710.550
105000100;Efectivo;756.377.531.663;0;0;133.526.653.787;889.904.185.450
105000101;Efectivo en oficinas;209.326.992.419;0;0;107.413.642.592;316.740.635.011
105000102;Efectivo en empresas transportadoras de valores;547.050.539.244;0;0;26.113.011.195;573.163.550.439
105000103;Efectivo en custodia en otras entidades financieras;0;0;0;0;0
105000200;Depósitos en el Banco Central de Chile;166.550.611.507;0;0;148.815.228.446;315.365.839.953
105000201;Depósitos en cuenta corriente;166.550.611.507;0;0;148.815.228.446;315.365.839.953
105000202;Depósitos overnight;0;0;0;0;0
105000209;Otros depósitos disponibles;0;0;0;0;0
105000300;Depósitos en Bancos Centrales del exterior;0;0;0;0;0
105000301;Depósitos en cuenta corriente;0;0;0;0;0
105000302;Depósitos overnight;0;0;0;0;0
105000309;Otros depósitos disponibles;0;0;0;0;0
105000400;Depósitos en bancos del país;4.613.619.953;0;0;10.580.316.557;15.193.936.510
105000500;Depósitos en bancos del exterior;0;0;0;1.110.742.748.637;1.110.742.748.637
107000000;OPERACIONES CON LIQUIDACION EN CURSO;156.372.684.396;0;0;200.364.329.193;356.737.013.589
107000100;Documentos a cargo de otros bancos (canje);71.752.634.945;0;0;13.650.497.396;85.403.132.341
107000101;Canje no deducible;33.232.912;0;0;0;33.232.912
107000102;Canje de la plaza;71.118.027.169;0;0;12.517.533.322;83.635.560.491
107000103;Canje de otras plazas;601.374.864;0;0;1.132.964.074;1.734.338.938
107000200;Transferencias de fondos en curso con una contraparte central;0;0;0;0;0
107000201;Fondos pendientes de transferencia por operaciones en la cámara de swaps;0;0;0;0;0
107000202;Fondos pendientes de transferencia por operaciones en la cámara de forwards;0;0;0;0;0
107000300;Transferencias de fondos en curso a través de una cámara de compensación de alto valor;0;0;0;24.716.435.200;24.716.435.200
107000400;Otras transferencias de fondos en curso con Bancos u Otros;84.620.049.451;0;0;161.997.396.597;246.617.446.048
107000401;Pagos de contrapartes por liquidar - Bancos;43.845.247.335;0;0;0;43.845.247.335
107000409;Divisas pendientes de transferencia - Bancos;14.950.304.866;0;0;158.413.324.829;173.363.629.695
107000411;Pagos de contrapartes por liquidar - Otros;25.824.497.250;0;0;3.578.846.518;29.403.343.768
107000419;Divisas pendientes de transferencia - Otros;0;0;0;5.225.250;5.225.250
110000000;ACTIVOS FINANCIEROS PARA NEGOCIAR A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS;4.706.280.887.521;108.405.095.942;0;312.721.436.634;5.127.407.420.097
111000100;Contratos de derivados financieros;1.736.752.823.108;0;0;307.796.566.763;2.044.549.389.871
111000101;Forwards;238.188.877.139;0;0;2.344.085.788;240.532.962.927
111000102;Swaps;1.494.770.729.572;0;0;305.452.480.975;1.800.223.210.547
111000103;Opciones Call;2.655.339.439;0;0;0;2.655.339.439
111000104;Opciones Put;1.137.876.958;0;0;0;1.137.876.958
111000105;Futuros;0;0;0;0;0
111000109;Otros;0;0;0;0;0
112000000;Instrumentos financieros de deuda;2.642.053.124.407;108.405.095.942;0;63.217.679;2.750.521.438.028
112000100;Del Estado y Banco Central de Chile;2.578.090.597.833;16.838.926.559;0;0;2.594.929.524.392
112000101;Instrumentos financieros de deuda del Banco Central de Chile;2.364.944.306.513;222.535.879;0;0;2.365.166.842.392
112000102;Bonos y pagarés de la Tesorería General de la República;213.146.291.320;16.616.390.680;0;0;229.762.682.000
112000109;Otros instrumentos financieros de deuda fiscales;0;0;0;0;0
