Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)

100000000;TOTAL ACTIVOS;16.263.679.112.620;11.947.392.683.519;262.043.467;13.992.683.728.871;42.204.017.568.477
105000000;EFECTIVO Y DEPÓSITOS EN BANCOS;923.036.198.844;0;0;1.133.811.654.457;2.056.847.853.301
105000100;Efectivo;216.539.387.175;0;0;82.162.463.793;298.701.850.968
105000101;Efectivo en oficinas;98.531.069.117;0;0;72.783.772.864;171.314.841.981
105000102;Efectivo en empresas transportadoras de valores;118.008.318.058;0;0;9.378.690.929;127.387.008.987
105000103;Efectivo en custodia en otras entidades financieras;0;0;0;0;0
105000200;Depósitos en el Banco Central de Chile;683.908.319.999;0;0;35.003.843.505;718.912.163.504
105000201;Depósitos en cuenta corriente;183.908.319.999;0;0;35.003.843.505;218.912.163.504
105000202;Depósitos overnight;500.000.000.000;0;0;0;500.000.000.000
105000209;Otros depósitos disponibles;0;0;0;0;0
105000300;Depósitos en Bancos Centrales del exterior;0;0;0;666.351.122.964;666.351.122.964
105000301;Depósitos en cuenta corriente;0;0;0;666.351.122.964;666.351.122.964
105000302;Depósitos overnight;0;0;0;0;0
105000309;Otros depósitos disponibles;0;0;0;0;0
105000400;Depósitos en bancos del país;22.560.776.310;0;0;0;22.560.776.310
105000500;Depósitos en bancos del exterior;27.715.360;0;0;350.294.224.195;350.321.939.555
107000000;OPERACIONES CON LIQUIDACION EN CURSO;312.706.139.369;0;0;391.943.592.999;704.649.732.368
107000100;Documentos a cargo de otros bancos (canje);31.074.312.567;0;0;5.503.181.159;36.577.493.726
107000101;Canje no deducible;0;0;0;32.504.797;32.504.797
107000102;Canje de la plaza;30.965.557.708;0;0;1.568.014.824;32.533.572.532
107000103;Canje de otras plazas;108.754.859;0;0;3.902.661.538;4.011.416.397
107000200;Transferencias de fondos en curso con una contraparte central;13.189.130.000;0;0;0;13.189.130.000
107000201;Fondos pendientes de transferencia por operaciones en la cámara de swaps;0;0;0;0;0
107000202;Fondos pendientes de transferencia por operaciones en la cámara de forwards;13.189.130.000;0;0;0;13.189.130.000
107000300;Transferencias de fondos en curso a través de una cámara de compensación de alto valor;4.934.555.203;0;0;0;4.934.555.203
107000400;Otras transferencias de fondos en curso con Bancos u Otros;263.508.141.599;0;0;386.440.411.840;649.948.553.439
107000401;Pagos de contrapartes por liquidar - Bancos;198.551.464.001;0;0;577.789;198.552.041.790
107000409;Divisas pendientes de transferencia - Bancos;0;0;0;287.976.041.908;287.976.041.908
107000411;Pagos de contrapartes por liquidar - Otros;64.956.677.598;0;0;613.809.585;65.570.487.183
107000419;Divisas pendientes de transferencia - Otros;0;0;0;97.849.982.558;97.849.982.558
110000000;ACTIVOS FINANCIEROS PARA NEGOCIAR A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS;3.697.570.653.049;253.021.858.692;0;1.417.819.372.549;5.368.411.884.290
111000100;Contratos de derivados financieros;3.408.639.909.233;244.940.849.862;0;1.014.426.625.952;4.668.007.385.047
111000101;Forwards;724.672.159.772;0;0;35.579.791.981;760.251.951.753
111000102;Swaps;2.682.999.532.828;244.940.849.862;0;978.271.154.675;3.906.211.537.365
111000103;Opciones Call;968.216.633;0;0;575.679.296;1.543.895.929
111000104;Opciones Put;0;0;0;0;0
111000105;Futuros;0;0;0;0;0
111000109;Otros;0;0;0;0;0
112000000;Instrumentos financieros de deuda;230.990.377.101;8.081.008.830;0;392.551.921.683;631.623.307.614
112000100;Del Estado y Banco Central de Chile;230.858.474.786;8.081.008.830;0;0;238.939.483.616
112000101;Instrumentos financieros de deuda del Banco Central de Chile;198.667.751.586;0;0;0;198.667.751.586
112000102;Bonos y pagarés de la Tesorería General de la República;32.190.723.200;8.081.008.830;0;0;40.271.732.030
112000109;Otros instrumentos financieros de deuda fiscales;0;0;0;0;0
112000200;Otros instrumentos financieros de deuda emitidos en el país;131.902.315;0;0;0;131.902.315
112000201;Instrumentos financieros de deuda de otros bancos del país;0;0;0;0;0
112000202;Bonos y efectos de comercio de empresas del país;131.902.315;0;0;0;131.902.315
112000209;Otros instrumentos financieros de deuda emitidos en el país;0;0;0;0;0
112000300;Instrumentos financieros de deuda emitidos en el exterior;0;0;0;392.551.921.683;392.551.921.683
112000301;Instrumentos financieros de deuda de Bancos Centrales en el exterior;0;0;0;237.285.319.745;237.285.319.745
