Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)

100000000;TOTAL ACTIVOS;15.575.639.228.763;12.800.482.690.720;8.395.725.288;14.092.526.423.066;42.477.044.067.837
105000000;EFECTIVO Y DEPÓSITOS EN BANCOS;315.967.253.749;0;0;2.953.324.045.407;3.269.291.299.156
105000100;Efectivo;113.108.829.562;0;0;161.142.939.561;274.251.769.123
105000101;Efectivo en oficinas;60.510.476.562;0;0;148.359.349.198;208.869.825.760
105000102;Efectivo en empresas transportadoras de valores;52.598.353.000;0;0;12.783.590.363;65.381.943.363
105000103;Efectivo en custodia en otras entidades financieras;0;0;0;0;0
105000200;Depósitos en el Banco Central de Chile;181.468.719.747;0;0;8.085.974.117;189.554.693.864
105000201;Depósitos en cuenta corriente;101.468.719.747;0;0;8.085.974.117;109.554.693.864
105000202;Depósitos overnight;80.000.000.000;0;0;0;80.000.000.000
105000209;Otros depósitos disponibles;0;0;0;0;0
105000300;Depósitos en Bancos Centrales del exterior;0;0;0;2.440.994.852.529;2.440.994.852.529
105000301;Depósitos en cuenta corriente;0;0;0;2.440.994.852.529;2.440.994.852.529
105000302;Depósitos overnight;0;0;0;0;0
105000309;Otros depósitos disponibles;0;0;0;0;0
105000400;Depósitos en bancos del país;20.953.856.765;0;0;0;20.953.856.765
105000500;Depósitos en bancos del exterior;435.847.675;0;0;343.100.279.200;343.536.126.875
107000000;OPERACIONES CON LIQUIDACION EN CURSO;550.091.291.325;0;0;335.974.254.638;886.065.545.963
107000100;Documentos a cargo de otros bancos (canje);31.881.701.639;0;0;3.256.366.476;35.138.068.115
107000101;Canje no deducible;0;0;0;285.415.532;285.415.532
107000102;Canje de la plaza;31.847.992.495;0;0;1.318.938.482;33.166.930.977
107000103;Canje de otras plazas;33.709.144;0;0;1.652.012.462;1.685.721.606
107000200;Transferencias de fondos en curso con una contraparte central;68.978.124.700;0;0;208.594.669.200;277.572.793.900
107000201;Fondos pendientes de transferencia por operaciones en la cámara de swaps;0;0;0;0;0
107000202;Fondos pendientes de transferencia por operaciones en la cámara de forwards;68.978.124.700;0;0;208.594.669.200;277.572.793.900
107000300;Transferencias de fondos en curso a través de una cámara de compensación de alto valor;3.199.948.122;0;0;0;3.199.948.122
107000400;Otras transferencias de fondos en curso con Bancos u Otros;446.031.516.864;0;0;124.123.218.962;570.154.735.826
107000401;Pagos de contrapartes por liquidar - Bancos;272.995.943.079;0;0;0;272.995.943.079
