Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)

100000000;TOTAL ACTIVOS;16.985.178.659.067;11.378.418.271.478;314.000.692;12.172.567.469.077;40.536.478.400.314
105000000;EFECTIVO Y DEPÓSITOS EN BANCOS;1.472.359.265.406;0;0;1.570.883.895.826;3.043.243.161.232
105000100;Efectivo;184.145.242.278;0;0;91.026.931.313;275.172.173.591
105000101;Efectivo en oficinas;82.719.678.220;0;0;83.731.319.633;166.450.997.853
105000102;Efectivo en empresas transportadoras de valores;101.425.564.058;0;0;7.295.611.680;108.721.175.738
105000103;Efectivo en custodia en otras entidades financieras;0;0;0;0;0
105000200;Depósitos en el Banco Central de Chile;1.267.397.489.323;0;0;17.412.544.088;1.284.810.033.411
105000201;Depósitos en cuenta corriente;347.116.378.212;0;0;17.412.544.088;364.528.922.300
105000202;Depósitos overnight;920.281.111.111;0;0;0;920.281.111.111
105000209;Otros depósitos disponibles;0;0;0;0;0
105000300;Depósitos en Bancos Centrales del exterior;0;0;0;1.034.228.700.754;1.034.228.700.754
105000301;Depósitos en cuenta corriente;0;0;0;1.034.228.700.754;1.034.228.700.754
105000302;Depósitos overnight;0;0;0;0;0
105000309;Otros depósitos disponibles;0;0;0;0;0
105000400;Depósitos en bancos del país;20.743.765.160;0;0;0;20.743.765.160
105000500;Depósitos en bancos del exterior;72.768.645;0;0;428.215.719.671;428.288.488.316
107000000;OPERACIONES CON LIQUIDACION EN CURSO;339.559.245.697;0;0;155.434.537.549;494.993.783.246
107000100;Documentos a cargo de otros bancos (canje);29.186.568.382;0;0;6.546.125.837;35.732.694.219
107000101;Canje no deducible;0;0;0;12.594.515;12.594.515
107000102;Canje de la plaza;28.460.469.485;0;0;1.008.102.240;29.468.571.725
107000103;Canje de otras plazas;726.098.897;0;0;5.525.429.082;6.251.527.979
107000200;Transferencias de fondos en curso con una contraparte central;18.890.100.000;0;0;0;18.890.100.000
107000201;Fondos pendientes de transferencia por operaciones en la cámara de swaps;0;0;0;0;0
107000202;Fondos pendientes de transferencia por operaciones en la cámara de forwards;18.890.100.000;0;0;0;18.890.100.000
107000300;Transferencias de fondos en curso a través de una cámara de compensación de alto valor;7.154.036.548;0;0;0;7.154.036.548
107000400;Otras transferencias de fondos en curso con Bancos u Otros;284.328.540.767;0;0;148.888.411.712;433.216.952.479
