
Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)
 
4100000;INGRESOS POR INTERESES Y REAJUSTES;396.900;107.216;620;350.173;854.909
4100100;Contratos de retrocompra;1.408;0;0;2.631;4.039
4100101;Intereses;1.408;0;0;2.631;4.039
4100151;Reajustes;0;0;0;0;0
4100200;Créditos otorgados a bancos;2.451;0;0;1.023;3.474
4100201;Intereses;2.451;0;0;1.023;3.474
4100251;Reajustes;0;0;0;0;0
4100300;Colocaciones comerciales;225.132;54.575;315;216.087;496.109
4100301;Intereses de préstamos comerciales;157.600;26.029;0;156.068;339.697
4100309;Intereses de créditos de comercio exterior;3.436;0;0;22.550;25.986
4100310;Intereses de créditos en cuentas corrientes;12.988;0;0;2.176;15.164
4100320;Intereses de operaciones de factoraje;2.066;2;0;1.545;3.613
4100325;Intereses de préstamos estudiantiles;9.657;4.320;0;0;13.977
4100330;Intereses por leasing comercial;11.644;2.762;423;30.770;45.599
4100340;Intereses de otros créditos y cuentas por cobrar;8;0;0;2.970;2.978
4100351;Reajustes de préstamos comerciales;19.257;17.237;0;0;36.494
4100359;Reajustes de créditos de comercio exterior;0;0;0;0;0
4100360;Reajustes de créditos en cuentas corrientes;0;0;0;0;0
4100370;Reajustes de operaciones de factoraje;15;52;0;0;67
4100375;Reajustes de préstamos estudiantiles;5.138;2.700;0;0;7.838
4100380;Reajustes por leasing comercial;2.526;1.400;-108;0;3.818
4100390;Reajustes de otros créditos y cuentas por cobrar;2;73;0;0;75
4100399;Comisiones por prepago de créditos comerciales;795;0;0;8;803
4100400;Colocaciones para vivienda;54.125;52.525;0;26.930;133.580
4100401;Intereses de préstamos con letras de crédito;1.007;221;0;0;1.228
4100402;Comisiones de préstamos con letras de crédito;474;0;0;0;474
4100403;Intereses de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100405;Intereses de préstamos con MHE;3.330;145;0;0;3.475
4100407;Intereses de otros mutuos para vivienda;28.815;31.764;0;12.285;72.864
4100408;Intereses de créditos ANAP;0;0;0;0;0
4100420;Intereses por leasing para vivienda;1;0;0;14.645;14.646
4100430;Intereses de otros créditos para vivienda;668;0;0;0;668
4100451;Reajustes de préstamos con letras de crédito;496;143;0;0;639
4100452;Reajustes de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100455;Reajustes de préstamos con MHE;1.733;71;0;0;1.804
4100457;Reajustes de otros mutuos para vivienda;17.268;20.181;0;0;37.449
4100458;Reajustes de créditos ANAP;0;0;0;0;0
4100480;Reajustes por leasing para vivienda;0;0;0;0;0
4100490;Reajustes de otros créditos para vivienda;329;0;0;0;329
4100499;Comisiones por prepago de créditos para vivienda;4;0;0;0;4
4100500;Colocaciones de consumo;97.597;116;1;82.187;179.901
4100501;Intereses de créditos de consumo en cuotas;55.324;78;0;65.591;120.993
4100510;Intereses de créditos en cuentas corrientes;23.425;0;0;588;24.013
