
Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)
 
4100000;INGRESOS POR INTERESES Y REAJUSTES;687.594;264.462;-519;672.544;1.624.081
4100100;Contratos de retrocompra;2.317;0;0;4.328;6.645
4100101;Intereses;2.315;0;0;4.328;6.643
4100151;Reajustes;2;0;0;0;2
4100200;Créditos otorgados a bancos;3.580;0;0;1.880;5.460
4100201;Intereses;3.580;0;0;1.880;5.460
4100251;Reajustes;0;0;0;0;0
4100300;Colocaciones comerciales;381.538;132.029;-860;410.613;923.320
4100301;Intereses de préstamos comerciales;300.370;48.891;0;294.983;644.244
4100309;Intereses de créditos de comercio exterior;6.847;0;0;45.316;52.163
4100310;Intereses de créditos en cuentas corrientes;25.111;0;0;3.905;29.016
4100320;Intereses de operaciones de factoraje;4.865;2;0;3.032;7.899
4100325;Intereses de préstamos estudiantiles;20.860;8.865;0;0;29.725
4100330;Intereses por leasing comercial;21.546;5.361;0;58.003;84.910
4100340;Intereses de otros créditos y cuentas por cobrar;28;0;0;5.282;5.310
4100351;Reajustes de préstamos comerciales;0;51.489;0;0;51.489
4100359;Reajustes de créditos de comercio exterior;0;0;0;0;0
4100360;Reajustes de créditos en cuentas corrientes;0;0;0;0;0
4100370;Reajustes de operaciones de factoraje;0;88;0;0;88
4100375;Reajustes de préstamos estudiantiles;0;11.821;0;0;11.821
4100380;Reajustes por leasing comercial;0;5.400;-860;0;4.540
4100390;Reajustes de otros créditos y cuentas por cobrar;0;112;0;0;112
4100399;Comisiones por prepago de créditos comerciales;1.911;0;0;92;2.003
4100400;Colocaciones para vivienda;67.476;123.322;0;52.021;242.819
4100401;Intereses de préstamos con letras de crédito;1.929;414;0;0;2.343
4100402;Comisiones de préstamos con letras de crédito;984;0;0;0;984
4100403;Intereses de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100405;Intereses de préstamos con MHE;6.532;271;0;0;6.803
4100407;Intereses de otros mutuos para vivienda;56.722;64.661;0;23.145;144.528
4100408;Intereses de créditos ANAP;0;0;0;0;0
4100420;Intereses por leasing para vivienda;0;2;0;28.876;28.878
4100430;Intereses de otros créditos para vivienda;1.302;0;0;0;1.302
4100451;Reajustes de préstamos con letras de crédito;0;870;0;0;870
4100452;Reajustes de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100455;Reajustes de préstamos con MHE;0;2.487;0;0;2.487
4100457;Reajustes de otros mutuos para vivienda;0;54.158;0;0;54.158
4100458;Reajustes de créditos ANAP;0;0;0;0;0
4100480;Reajustes por leasing para vivienda;0;0;0;0;0
4100490;Reajustes de otros créditos para vivienda;0;459;0;0;459
4100499;Comisiones por prepago de créditos para vivienda;7;0;0;0;7
4100500;Colocaciones de consumo;200.366;290;0;159.676;360.332
4100501;Intereses de créditos de consumo en cuotas;114.510;224;0;128.299;243.033
4100510;Intereses de créditos en cuentas corrientes;47.781;0;0;1.152;48.933
4100520;Intereses de créditos por tarjetas de crédito;36.206;0;0;27.807;64.013
4100530;Intereses por leasing de consumo;64;3;0;1.615;1.682
4100540;Intereses de otros créditos de consumo;2;0;0;802;804
4100590;Reajustes colocaciones de consumo;0;63;0;1;64
4100599;Comisiones por prepago de créditos de consumo;1.803;0;0;0;1.803
4100600;Instrumentos de inversión;33.938;8.274;341;36.277;78.830
4100601;Intereses de inversiones disponibles para la venta;33.938;0;341;31.633;65.912
4100621;Intereses de inversiones hasta el vencimiento;0;0;0;4.644;4.644
4100651;Reajustes de inversiones disponibles para la venta;0;8.274;0;0;8.274
4100671;Reajustes de inversiones hasta el vencimiento;0;0;0;0;0
4100800;Otros ingresos por intereses o reajustes;1.907;547;0;7.748;10.202
4100801;Intereses por saldos en cuentas corrientes;0;0;0;0;0
4100804;Intereses operaciones overnight;0;0;0;1.377;1.377
4100810;Otros intereses ganados;1.908;0;0;6.371;8.279
4100850;Otros reajustes ganados;-1;547;0;0;546
4100900;Resultado de coberturas contables;-3.528;0;0;1;-3.527
4150000;GASTOS POR INTERESES Y REAJUSTES;-294.022;-164.166;-615;-404.544;-863.347
4150100;Depósitos a la vista;-5.153;-139;0;-67.579;-72.871
4150101;Intereses por cuentas corrientes;-5.153;0;0;-1.194;-6.347
4150102;Intereses por otros depósitos y cuentas a la vista;0;0;0;-66.385;-66.385
4150103;Intereses por otras obligaciones a la vista;0;0;0;0;0
4150151;Reajustes por obligaciones a la vista;0;-139;0;0;-139
4150200;Contratos de retrocompra;-6.103;0;0;-26.574;-32.677
4150201;Intereses;-6.103;0;0;-26.574;-32.677
4150251;Reajustes;0;0;0;0;0
4150300;Depósitos y captaciones a plazo;-205.639;-31.833;-140;-195.625;-433.237
4150301;Intereses por depósitos a plazo;-205.625;-18.786;-140;-193.736;-418.287
4150302;Intereses por cuentas de ahorro a plazo;-14;0;0;-1.889;-1.903
4150309;Intereses de otros saldos acreedores a plazo;0;0;0;0;0
4150351;Reajustes por depósitos a plazo;0;-12.910;0;0;-12.910
4150352;Reajustes por cuentas de ahorro a plazo;0;-137;0;0;-137
4150359;Reajustes de otros saldos acreedores a plazo;0;0;0;0;0
4150400;Obligaciones con bancos;-2.726;-4.220;-475;-46.964;-54.385
4150401;Intereses;-2.726;-1.757;-475;-46.964;-51.922
4150451;Reajustes;0;-2.463;0;0;-2.463
4150500;Instrumentos de deuda emitidos;-89.740;-126.012;0;-67.132;-282.884
4150501;Intereses por letras de crédito;-1.452;-599;0;0;-2.051
4150511;Intereses por bonos corrientes;-58.869;-48.670;0;-66.948;-174.487
4150521;Intereses por bonos subordinados;-29.419;-3.963;0;-184;-33.566
4150522;Intereses por bonos hipotecarios;0;0;0;0;0
4150551;Reajustes por letras de crédito;0;-1.198;0;0;-1.198
4150561;Reajustes por bonos corrientes;0;-60.086;0;0;-60.086
4150571;Reajustes por bonos subordinados;0;-11.496;0;0;-11.496
4150572;Reajustes por bonos hipotecarios;0;0;0;0;0
4150600;Otras obligaciones financieras;0;0;0;-114;-114
4150601;Intereses;0;0;0;-114;-114
4150651;Reajustes;0;0;0;0;0
4150800;Otros gastos por intereses o reajustes;0;-1.962;0;-556;-2.518
4150801;Intereses;0;0;0;-556;-556
4150851;Reajustes;0;-1.962;0;0;-1.962
4150900;Resultado de coberturas contables;15.339;0;0;0;15.339
4200000;INGRESOS POR COMISIONES;141.143;1.717;0;73.560;216.420
4200100;Comisiones por líneas de crédito y sobregiros;2.363;0;0;943;3.306
4200200;Comisiones por avales y cartas de crédito;6.763;1.717;0;6.296;14.776
4200300;Comisiones por servicios de tarjetas;46.804;0;0;16.584;63.388
4200303;Tarjetas de cajeros automáticos;11.837;0;0;2.146;13.983
4200304;Tarjetas de crédito-comisiones a titulares;9.354;0;0;3.148;12.502
4200305;Tarjetas de crédito-comisiones de establecimientos;13.352;0;0;7.913;21.265
4200306;Tarjetas de débito-comisiones de titulares;8.262;0;0;616;8.878
4200307;Tarjetas de débito-comisiones de establecimientos;3.999;0;0;610;4.609
4200309;Otras tarjetas;0;0;0;2.151;2.151
4200400;Comisiones por administración de cuentas;9.687;0;0;2.337;12.024
4200500;Comisiones por cobranzas, recaudaciones y pagos;12.567;0;0;12.792;25.359
4200600;Comisiones por intermediación y manejo de valores;5.131;0;0;8.052;13.183
4200700;Comisiones por inversiones en fondos mutuos u otros;16.319;0;0;9.646;25.965
4200800;Remuneraciones por comercialización de seguros;21.533;0;0;4.563;26.096
4200900;Otras comisiones ganadas;19.976;0;0;12.347;32.323
4250000;GASTOS POR COMISIONES;-13.167;0;0;-25.682;-38.849
4250100;Remuneraciones por operación de tarjetas;-10.605;0;0;-12.834;-23.439
4250101;Comisiones por operación de tarjetas de crédito;-4.342;0;0;-12.774;-17.116
4250102;Comisiones por operación de tarjetas de débito y cajeros;-6.263;0;0;-60;-6.323
4250190;Otras;0;0;0;0;0
4250200;Comisiones por operación con valores;-1.468;0;0;-3.387;-4.855
4250300;Otras comisiones;-1.094;0;0;-9.461;-10.555
4300000;UTILIDAD NETA DE OPERACIONES FINANCIERAS;-45.845;-4.581;0;57.215;6.789
4300100;Instrumentos financieros para negociación;4.948;-2;0;38.377;43.323
4300101;Intereses y reajustes;2.359;-2;0;28.271;30.628
4300102;Ajuste a valor razonable;244;0;0;11.028;11.272
4300103;Utilidad por venta;2.842;0;0;3.809;6.651
4300104;Pérdida por venta;-1.068;0;0;-4.731;-5.799
4300190;Resultado inversiones en Fondos Mutuos;571;0;0;0;571
4300200;Derivados de negociación;-71.347;-4.579;0;10.085;-65.841
4300300;Venta de instrumentos disponibles para la venta;4.433;0;0;7.729;12.162
4300400;Venta de cartera de créditos;14.505;0;0;616;15.121
4300500;Resultado neto de otras operaciones;1.616;0;0;408;2.024
4350000;UTILIDAD (PÉRDIDA) DE CAMBIO NETA;35.226;479;0;11.485;47.190
4350100;Resultado neto de cambio monedas extranjeras;122.319;0;0;11.439;133.758
4350200;Resultados neto por reajustes por tipo de cambio;0;479;0;0;479
4350900;Resultado de coberturas contables;-87.093;0;0;46;-87.047
4400000;OTROS INGRESOS OPERACIONALES;50.661;0;0;11.268;61.929
4400100;Ingresos por bienes recibidos en pago;2.302;0;0;5.842;8.144
4400200;Liberación de provisiones por contingencias;0;0;0;0;0
4400290;Otras provisiones por contingencias;0;0;0;0;0
4400300;Otros ingresos;48.359;0;0;5.426;53.785
4500000;PROVISIONES POR RIESGO DE CREDITO;-164.552;0;0;-174.566;-339.118
4500100;Provisiones para créditos y cuentas por cobrar;-170.829;0;0;-168.882;-339.711
4500101;Provisiones colocaciones comerciales;-66.586;0;0;-98.965;-165.551
4500111;Provisiones colocaciones para vivienda;-4.219;0;0;-6.229;-10.448
4500112;Provisiones colocaciones de consumo;-99.951;0;0;-63.744;-163.695
4500190;Provisiones para créditos otorgados a bancos;-73;0;0;56;-17
4500200;Provisiones para créditos contingentes;-17.700;0;0;-13.272;-30.972
4500700;Provisiones adicionales;0;0;0;0;0
4500701;Provisiones adicionales colocaciones comerciales;0;0;0;0;0
4500702;Provisiones adicionales colocaciones para vivienda;0;0;0;0;0
4500703;Provisiones adicionales colocaciones de consumo;0;0;0;0;0
4500800;Ajuste a provisión mínima cartera normal;0;0;0;0;0
4500801;Ajuste a provisión mínima adeudado por bancos;0;0;0;0;0
4500802;Ajuste a provisión mínima colocaciones comerciales;0;0;0;0;0
4500803;Ajuste a provisión mínima créditos contingentes;0;0;0;0;0
4500900;Recuperación de créditos castigados;23.977;0;0;7.588;31.565
4500901;Recuperación de créditos comerciales castigados;9.550;0;0;3.686;13.236
4500911;Recuperación de créditos para vivienda castigados;1.658;0;0;250;1.908
4500921;Recuperación de créditos de consumo castigados;12.769;0;0;3.652;16.421
4500931;Recuperación de otros créditos castigados;0;0;0;0;0
4600000;REMUNERACIONES Y GASTOS DEL PERSONAL;-187.604;0;0;-93.719;-281.323
4610000;GASTOS DE ADMINISTRACIÓN;-196.857;0;-13;-108.752;-305.622
4610100;Gastos generales de administración;-154.825;0;0;-62.305;-217.130
4610200;Servicios subcontratados;-12.750;0;-13;-11.961;-24.724
4610300;Gastos del Directorio;-1.261;0;0;-133;-1.394
4610400;Publicidad y propaganda;-13.482;0;0;-2.786;-16.268
4610500;Impuestos, contribuciones y aportes;-14.539;0;0;-31.567;-46.106
4620000;DEPRECIACIONES Y AMORTIZACIONES;-51.039;0;0;-30.806;-81.845
4630000;DETERIOROS;-27;0;0;0;-27
4650000;OTROS GASTOS OPERACIONALES;-28.592;0;0;-31.761;-60.353
4650100;Provisiones y gastos por bienes recibidos en pago;-3.773;0;0;-14.896;-18.669
4650200;Provisiones por contingencias;-3.750;0;0;-653;-4.403
4650201;Provisiones por riesgo país;0;0;0;-437;-437
4650211;Provisiones especiales para créditos al exterior;0;0;0;0;0
4650290;Otras provisiones por contingencias;-3.750;0;0;-216;-3.966
4650900;Otros gastos;-21.069;0;0;-16.212;-37.281
4700000;RESULTADO POR INVERSIONES EN SOCIEDADES;323;0;0;1.156;1.479
4700100;Utilidades por inversiones en sociedades;323;0;0;1.156;1.479
4700101;Sucursales en el exterior;0;0;0;0;0
4700103;Sociedades con influencia significativa;0;0;0;0;0
4700110;Percibido por acciones y derechos en otras sociedades;323;0;0;1.156;1.479
4700200;Pérdidas por inversiones en sociedades;0;0;0;0;0
4700201;Sucursales en el exterior;0;0;0;0;0
4700203;Sociedades con influencia significativa;0;0;0;0;0
4700210;Ajustes por deterioro de inversiones en sociedades;0;0;0;0;0
4800000;IMPUESTO A LA RENTA;43.363;0;0;22.547;65.910
4800001;Provisión impuesto a la renta;-11.276;0;0;-12.481;-23.757
4850000;RESULTADO DE OPERACIONES DESCONTINUADAS;0;0;0;0;0
4900000;INTERES NO CONTROLADOR;-4.197;0;0;64;-4.133
5003000;INGRESO NETO POR INTERESES Y REAJUSTES;393.572;100.296;-1.134;268.000;760.734
5004000;INGRESO NETO POR COMISIONES;127.976;1.717;0;47.878;177.571
5005000;TOTAL INGRESOS OPERACIONALES;561.590;97.911;-1.134;395.846;1.054.213
5006000;INGRESO OPERACIONAL NETO;397.038;97.911;-1.134;221.280;715.095
5007000;RESULTADO OPERACIONAL;-67.081;97.911;-1.147;-43.758;-14.075
5008000;RESULTADO ANTES DE IMPUESTO A LA RENTA;-66.758;97.911;-1.147;-42.602;-12.596
5009000;RESULTADO DE OPERACIONES CONTINUAS;-23.395;97.911;-1.147;-20.055;53.314
