
Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)
 
4100000;INGRESOS POR INTERESES Y REAJUSTES;57.854;57.751;-449;6.622;121.778
4100100;Contratos de retrocompra;194;0;0;0;194
4100101;Intereses;194;0;0;0;194
4100151;Reajustes;0;0;0;0;0
4100200;Créditos otorgados a bancos;129;0;0;133;262
4100201;Intereses;129;0;0;133;262
4100251;Reajustes;0;0;0;0;0
4100300;Colocaciones comerciales;30.074;28.856;-450;6.308;64.788
4100301;Intereses de préstamos comerciales;21.813;12.220;0;3.010;37.043
4100309;Intereses de créditos de comercio exterior;4.006;0;0;3.153;7.159
4100310;Intereses de créditos en cuentas corrientes;2.066;0;0;0;2.066
4100320;Intereses de operaciones de factoraje;828;0;0;4;832
4100325;Intereses de préstamos estudiantiles;0;1.948;0;0;1.948
4100330;Intereses por leasing comercial;1.288;1.561;264;141;3.254
4100340;Intereses de otros créditos y cuentas por cobrar;0;0;0;0;0
4100351;Reajustes de préstamos comerciales;0;10.486;0;0;10.486
4100359;Reajustes de créditos de comercio exterior;0;0;0;0;0
4100360;Reajustes de créditos en cuentas corrientes;0;0;0;0;0
4100370;Reajustes de operaciones de factoraje;0;40;0;0;40
4100375;Reajustes de préstamos estudiantiles;0;1.598;0;0;1.598
4100380;Reajustes por leasing comercial;0;977;-714;0;263
4100390;Reajustes de otros créditos y cuentas por cobrar;0;26;0;0;26
4100399;Comisiones por prepago de créditos comerciales;73;0;0;0;73
4100400;Colocaciones para vivienda;109;25.716;0;0;25.825
4100401;Intereses de préstamos con letras de crédito;2;152;0;0;154
4100402;Comisiones de préstamos con letras de crédito;32;0;0;0;32
4100403;Intereses de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100405;Intereses de préstamos con MHE;1;100;0;0;101
4100407;Intereses de otros mutuos para vivienda;72;14.795;0;0;14.867
4100408;Intereses de créditos ANAP;0;0;0;0;0
4100420;Intereses por leasing para vivienda;0;0;0;0;0
4100430;Intereses de otros créditos para vivienda;0;0;0;0;0
4100451;Reajustes de préstamos con letras de crédito;0;104;0;0;104
4100452;Reajustes de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100455;Reajustes de préstamos con MHE;0;58;0;0;58
4100457;Reajustes de otros mutuos para vivienda;0;10.507;0;0;10.507
4100458;Reajustes de créditos ANAP;0;0;0;0;0
4100480;Reajustes por leasing para vivienda;0;0;0;0;0
4100490;Reajustes de otros créditos para vivienda;0;0;0;0;0
