
Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)
 
4100000;INGRESOS POR INTERESES Y REAJUSTES;7.843;681;935;14.744;24.203
4100100;Contratos de retrocompra;0;0;0;0;0
4100101;Intereses;0;0;0;0;0
4100151;Reajustes;0;0;0;0;0
4100200;Créditos otorgados a bancos;450;0;0;0;450
4100201;Intereses;450;0;0;0;450
4100251;Reajustes;0;0;0;0;0
4100300;Colocaciones comerciales;5.673;681;935;14.744;22.033
4100301;Intereses de préstamos comerciales;5.007;387;929;13.112;19.435
4100309;Intereses de créditos de comercio exterior;15;0;0;1.505;1.520
4100310;Intereses de créditos en cuentas corrientes;21;0;0;0;21
4100320;Intereses de operaciones de factoraje;0;0;0;0;0
4100325;Intereses de préstamos estudiantiles;0;0;0;0;0
4100330;Intereses por leasing comercial;21;60;6;127;214
4100340;Intereses de otros créditos y cuentas por cobrar;0;0;0;0;0
4100351;Reajustes de préstamos comerciales;609;201;0;0;810
4100359;Reajustes de créditos de comercio exterior;0;0;0;0;0
4100360;Reajustes de créditos en cuentas corrientes;0;0;0;0;0
4100370;Reajustes de operaciones de factoraje;0;0;0;0;0
4100375;Reajustes de préstamos estudiantiles;0;0;0;0;0
4100380;Reajustes por leasing comercial;0;33;0;0;33
4100390;Reajustes de otros créditos y cuentas por cobrar;0;0;0;0;0
4100399;Comisiones por prepago de créditos comerciales;0;0;0;0;0
4100400;Colocaciones para vivienda;0;0;0;0;0
4100401;Intereses de préstamos con letras de crédito;0;0;0;0;0
4100402;Comisiones de préstamos con letras de crédito;0;0;0;0;0
4100403;Intereses de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100405;Intereses de préstamos con MHE;0;0;0;0;0
4100407;Intereses de otros mutuos para vivienda;0;0;0;0;0
4100408;Intereses de créditos ANAP;0;0;0;0;0
4100420;Intereses por leasing para vivienda;0;0;0;0;0
4100430;Intereses de otros créditos para vivienda;0;0;0;0;0
4100451;Reajustes de préstamos con letras de crédito;0;0;0;0;0
4100452;Reajustes de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100455;Reajustes de préstamos con MHE;0;0;0;0;0
4100457;Reajustes de otros mutuos para vivienda;0;0;0;0;0
4100458;Reajustes de créditos ANAP;0;0;0;0;0
4100480;Reajustes por leasing para vivienda;0;0;0;0;0
4100490;Reajustes de otros créditos para vivienda;0;0;0;0;0
4100499;Comisiones por prepago de créditos para vivienda;0;0;0;0;0
4100500;Colocaciones de consumo;0;0;0;0;0
4100501;Intereses de créditos de consumo en cuotas;0;0;0;0;0
4100510;Intereses de créditos en cuentas corrientes;0;0;0;0;0
4100520;Intereses de créditos por tarjetas de crédito;0;0;0;0;0
4100530;Intereses por leasing de consumo;0;0;0;0;0
4100540;Intereses de otros créditos de consumo;0;0;0;0;0
4100590;Reajustes colocaciones de consumo;0;0;0;0;0
4100599;Comisiones por prepago de créditos de consumo;0;0;0;0;0
4100600;Instrumentos de inversión;1.706;0;0;0;1.706
4100601;Intereses de inversiones disponibles para la venta;1.706;0;0;0;1.706
4100621;Intereses de inversiones hasta el vencimiento;0;0;0;0;0
4100651;Reajustes de inversiones disponibles para la venta;0;0;0;0;0
4100671;Reajustes de inversiones hasta el vencimiento;0;0;0;0;0
4100800;Otros ingresos por intereses o reajustes;14;0;0;0;14
4100801;Intereses por saldos en cuentas corrientes;14;0;0;0;14
4100804;Intereses operaciones overnight;0;0;0;0;0
4100810;Otros intereses ganados;0;0;0;0;0
4100850;Otros reajustes ganados;0;0;0;0;0
4100900;Resultado de coberturas contables;0;0;0;0;0
4150000;GASTOS POR INTERESES Y REAJUSTES;-3.302;-38;0;-6.325;-9.665
4150100;Depósitos a la vista;0;0;0;0;0
4150101;Intereses por cuentas corrientes;0;0;0;0;0
4150102;Intereses por otros depósitos y cuentas a la vista;0;0;0;0;0
4150103;Intereses por otras obligaciones a la vista;0;0;0;0;0
4150151;Reajustes por obligaciones a la vista;0;0;0;0;0
4150200;Contratos de retrocompra;0;0;0;0;0
4150201;Intereses;0;0;0;0;0
4150251;Reajustes;0;0;0;0;0
4150300;Depósitos y captaciones a plazo;-809;0;0;-49;-858
4150301;Intereses por depósitos a plazo;-809;0;0;-49;-858
4150302;Intereses por cuentas de ahorro a plazo;0;0;0;0;0
4150309;Intereses de otros saldos acreedores a plazo;0;0;0;0;0
4150351;Reajustes por depósitos a plazo;0;0;0;0;0
4150352;Reajustes por cuentas de ahorro a plazo;0;0;0;0;0
4150359;Reajustes de otros saldos acreedores a plazo;0;0;0;0;0
4150400;Obligaciones con bancos;-1;0;0;-5.760;-5.761
4150401;Intereses;-1;0;0;-5.760;-5.761
4150451;Reajustes;0;0;0;0;0
4150500;Instrumentos de deuda emitidos;-1.134;0;0;-516;-1.650
4150501;Intereses por letras de crédito;0;0;0;0;0
4150511;Intereses por bonos corrientes;-1.134;0;0;0;-1.134
4150521;Intereses por bonos subordinados;0;0;0;-516;-516
4150522;Intereses por bonos hipotecarios;0;0;0;0;0
4150551;Reajustes por letras de crédito;0;0;0;0;0
4150561;Reajustes por bonos corrientes;0;0;0;0;0
4150571;Reajustes por bonos subordinados;0;0;0;0;0
4150572;Reajustes por bonos hipotecarios;0;0;0;0;0
4150600;Otras obligaciones financieras;0;-38;0;0;-38
4150601;Intereses;0;0;0;0;0
4150651;Reajustes;0;-38;0;0;-38
4150800;Otros gastos por intereses o reajustes;-173;0;0;0;-173
4150801;Intereses;-173;0;0;0;-173
4150851;Reajustes;0;0;0;0;0
4150900;Resultado de coberturas contables;-1.185;0;0;0;-1.185
4200000;INGRESOS POR COMISIONES;1.190;0;0;1.142;2.332
4200100;Comisiones por líneas de crédito y sobregiros;0;0;0;0;0
4200200;Comisiones por avales y cartas de crédito;0;0;0;0;0
4200300;Comisiones por servicios de tarjetas;0;0;0;0;0
4200303;Tarjetas de cajeros automáticos;0;0;0;0;0
4200304;Tarjetas de crédito-comisiones a titulares;0;0;0;0;0
4200305;Tarjetas de crédito-comisiones de establecimientos;0;0;0;0;0
4200306;Tarjetas de débito-comisiones de titulares;0;0;0;0;0
4200307;Tarjetas de débito-comisiones de establecimientos;0;0;0;0;0
4200309;Otras tarjetas;0;0;0;0;0
4200400;Comisiones por administración de cuentas;0;0;0;0;0
4200500;Comisiones por cobranzas, recaudaciones y pagos;0;0;0;0;0
4200600;Comisiones por intermediación y manejo de valores;71;0;0;510;581
4200700;Comisiones por inversiones en fondos mutuos u otros;0;0;0;0;0
4200800;Remuneraciones por comercialización de seguros;0;0;0;0;0
4200900;Otras comisiones ganadas;1.119;0;0;632;1.751
4250000;GASTOS POR COMISIONES;-183;0;0;0;-183
4250100;Remuneraciones por operación de tarjetas;0;0;0;0;0
4250101;Comisiones por operación de tarjetas de crédito;0;0;0;0;0
4250102;Comisiones por operación de tarjetas de débito y cajeros;0;0;0;0;0
4250190;Otras;0;0;0;0;0
4250200;Comisiones por operación con valores;0;0;0;0;0
4250300;Otras comisiones;-183;0;0;0;-183
4300000;UTILIDAD NETA DE OPERACIONES FINANCIERAS;-12.253;0;0;948;-11.305
4300100;Instrumentos financieros para negociación;57;0;0;0;57
4300101;Intereses y reajustes;0;0;0;0;0
4300102;Ajuste a valor razonable;57;0;0;0;57
4300103;Utilidad por venta;0;0;0;0;0
4300104;Pérdida por venta;0;0;0;0;0
4300190;Resultado inversiones en Fondos Mutuos;0;0;0;0;0
4300200;Derivados de negociación;-12.366;0;0;873;-11.493
4300300;Venta de instrumentos disponibles para la venta;0;0;0;0;0
4300400;Venta de cartera de créditos;0;0;0;0;0
4300500;Resultado neto de otras operaciones;56;0;0;75;131
4350000;UTILIDAD (PÉRDIDA) DE CAMBIO NETA;1.293;0;0;-765;528
4350100;Resultado neto de cambio monedas extranjeras;1.297;0;0;0;1.297
4350200;Resultados neto por reajustes por tipo de cambio;0;0;0;-765;-765
4350900;Resultado de coberturas contables;-4;0;0;0;-4
4400000;OTROS INGRESOS OPERACIONALES;171;0;0;4;175
4400100;Ingresos por bienes recibidos en pago;0;0;0;0;0
4400200;Liberación de provisiones por contingencias;0;0;0;0;0
4400290;Otras provisiones por contingencias;0;0;0;0;0
4400300;Otros ingresos;171;0;0;4;175
4500000;PROVISIONES POR RIESGO DE CREDITO;-2.049;0;0;0;-2.049
4500100;Provisiones para créditos y cuentas por cobrar;-2.001;0;0;0;-2.001
4500101;Provisiones colocaciones comerciales;-2.001;0;0;0;-2.001
4500111;Provisiones colocaciones para vivienda;0;0;0;0;0
4500112;Provisiones colocaciones de consumo;0;0;0;0;0
4500190;Provisiones para créditos otorgados a bancos;0;0;0;0;0
4500200;Provisiones para créditos contingentes;-143;0;0;0;-143
4500700;Provisiones adicionales;0;0;0;0;0
4500701;Provisiones adicionales colocaciones comerciales;0;0;0;0;0
4500702;Provisiones adicionales colocaciones para vivienda;0;0;0;0;0
4500703;Provisiones adicionales colocaciones de consumo;0;0;0;0;0
4500800;Ajuste a provisión mínima cartera normal;0;0;0;0;0
4500801;Ajuste a provisión mínima adeudado por bancos;0;0;0;0;0
4500802;Ajuste a provisión mínima colocaciones comerciales;0;0;0;0;0
4500803;Ajuste a provisión mínima créditos contingentes;0;0;0;0;0
4500900;Recuperación de créditos castigados;95;0;0;0;95
4500901;Recuperación de créditos comerciales castigados;95;0;0;0;95
4500911;Recuperación de créditos para vivienda castigados;0;0;0;0;0
4500921;Recuperación de créditos de consumo castigados;0;0;0;0;0
4500931;Recuperación de otros créditos castigados;0;0;0;0;0
4600000;REMUNERACIONES Y GASTOS DEL PERSONAL;-6.230;0;0;-2;-6.232
4610000;GASTOS DE ADMINISTRACIÓN;-2.464;0;0;-225;-2.689
4610100;Gastos generales de administración;-1.856;0;0;-225;-2.081
4610200;Servicios subcontratados;-39;0;0;0;-39
4610300;Gastos del Directorio;-7;0;0;0;-7
4610400;Publicidad y propaganda;-44;0;0;0;-44
4610500;Impuestos, contribuciones y aportes;-518;0;0;0;-518
4620000;DEPRECIACIONES Y AMORTIZACIONES;-375;0;0;-2;-377
4630000;DETERIOROS;0;0;0;0;0
4650000;OTROS GASTOS OPERACIONALES;-2.231;0;0;-1;-2.232
4650100;Provisiones y gastos por bienes recibidos en pago;-1.883;0;0;0;-1.883
4650200;Provisiones por contingencias;0;0;0;0;0
4650201;Provisiones por riesgo país;0;0;0;0;0
4650211;Provisiones especiales para créditos al exterior;0;0;0;0;0
4650290;Otras provisiones por contingencias;0;0;0;0;0
4650900;Otros gastos;-348;0;0;-1;-349
