
Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)
 
4100000;INGRESOS POR INTERESES Y REAJUSTES;148.012;150.631;1.122;22.631;322.396
4100100;Contratos de retrocompra;686;0;0;0;686
4100101;Intereses;686;0;0;0;686
4100151;Reajustes;0;0;0;0;0
4100200;Créditos otorgados a bancos;8;0;0;55;63
4100201;Intereses;8;0;0;55;63
4100251;Reajustes;0;0;0;0;0
4100300;Colocaciones comerciales;56.622;36.278;1.122;21.625;115.647
4100301;Intereses de préstamos comerciales;44.804;16.467;0;14.002;75.273
4100309;Intereses de créditos de comercio exterior;1.818;354;0;7.358;9.530
4100310;Intereses de créditos en cuentas corrientes;2.580;0;0;0;2.580
4100320;Intereses de operaciones de factoraje;3.215;522;0;265;4.002
4100325;Intereses de préstamos estudiantiles;0;349;0;0;349
4100330;Intereses por leasing comercial;3.794;4.231;1.122;0;9.147
4100340;Intereses de otros créditos y cuentas por cobrar;91;0;0;0;91
4100351;Reajustes de préstamos comerciales;0;10.900;0;0;10.900
4100359;Reajustes de créditos de comercio exterior;0;203;0;0;203
4100360;Reajustes de créditos en cuentas corrientes;0;0;0;0;0
4100370;Reajustes de operaciones de factoraje;0;389;0;0;389
4100375;Reajustes de préstamos estudiantiles;0;120;0;0;120
4100380;Reajustes por leasing comercial;0;2.743;0;0;2.743
4100390;Reajustes de otros créditos y cuentas por cobrar;0;0;0;0;0
4100399;Comisiones por prepago de créditos comerciales;320;0;0;0;320
4100400;Colocaciones para vivienda;2.948;111.793;0;0;114.741
4100401;Intereses de préstamos con letras de crédito;0;205;0;0;205
4100402;Comisiones de préstamos con letras de crédito;0;71;0;0;71
4100403;Intereses de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100405;Intereses de préstamos con MHE;0;414;0;0;414
4100407;Intereses de otros mutuos para vivienda;43;69.001;0;0;69.044
4100408;Intereses de créditos ANAP;0;0;0;0;0
4100420;Intereses por leasing para vivienda;2.086;16;0;0;2.102
4100430;Intereses de otros créditos para vivienda;0;2;0;0;2
4100451;Reajustes de préstamos con letras de crédito;0;86;0;0;86
4100452;Reajustes de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100455;Reajustes de préstamos con MHE;0;164;0;0;164
4100457;Reajustes de otros mutuos para vivienda;0;41.839;0;0;41.839
4100458;Reajustes de créditos ANAP;0;0;0;0;0
4100480;Reajustes por leasing para vivienda;486;-6;0;0;480
4100490;Reajustes de otros créditos para vivienda;0;1;0;0;1
4100499;Comisiones por prepago de créditos para vivienda;333;0;0;0;333
4100500;Colocaciones de consumo;72.129;2.166;0;0;74.295
4100501;Intereses de créditos de consumo en cuotas;44.652;1.490;0;0;46.142
4100510;Intereses de créditos en cuentas corrientes;9.876;0;0;0;9.876
4100520;Intereses de créditos por tarjetas de crédito;16.656;0;0;0;16.656
4100530;Intereses por leasing de consumo;22;2;0;0;24
4100540;Intereses de otros créditos de consumo;0;0;0;0;0
4100590;Reajustes colocaciones de consumo;0;674;0;0;674
4100599;Comisiones por prepago de créditos de consumo;923;0;0;0;923
4100600;Instrumentos de inversión;14.529;630;0;121;15.280
4100601;Intereses de inversiones disponibles para la venta;14.459;146;0;121;14.726
4100621;Intereses de inversiones hasta el vencimiento;0;89;0;0;89
4100651;Reajustes de inversiones disponibles para la venta;70;373;0;0;443
4100671;Reajustes de inversiones hasta el vencimiento;0;22;0;0;22
4100800;Otros ingresos por intereses o reajustes;1.645;56;0;830;2.531
4100801;Intereses por saldos en cuentas corrientes;0;0;0;0;0
4100804;Intereses operaciones overnight;1.033;0;0;432;1.465
4100810;Otros intereses ganados;604;0;0;398;1.002
4100850;Otros reajustes ganados;8;56;0;0;64
4100900;Resultado de coberturas contables;-555;-292;0;0;-847
4150000;GASTOS POR INTERESES Y REAJUSTES;-87.601;-88.089;0;-6.950;-182.640
4150100;Depósitos a la vista;-937;-887;0;0;-1.824
4150101;Intereses por cuentas corrientes;-934;0;0;0;-934
4150102;Intereses por otros depósitos y cuentas a la vista;-3;0;0;0;-3
4150103;Intereses por otras obligaciones a la vista;0;0;0;0;0
4150151;Reajustes por obligaciones a la vista;0;-887;0;0;-887
4150200;Contratos de retrocompra;-8.464;0;0;-88;-8.552
4150201;Intereses;-8.465;0;0;-88;-8.553
4150251;Reajustes;1;0;0;0;1
4150300;Depósitos y captaciones a plazo;-72.482;-10.794;0;-3.179;-86.455
4150301;Intereses por depósitos a plazo;-72.482;-4.225;0;-3.179;-79.886
4150302;Intereses por cuentas de ahorro a plazo;0;-58;0;0;-58
4150309;Intereses de otros saldos acreedores a plazo;0;0;0;0;0
4150351;Reajustes por depósitos a plazo;0;-5.959;0;0;-5.959
4150352;Reajustes por cuentas de ahorro a plazo;0;-476;0;0;-476
4150359;Reajustes de otros saldos acreedores a plazo;0;-76;0;0;-76
4150400;Obligaciones con bancos;-774;0;0;-2.754;-3.528
4150401;Intereses;-328;0;0;-2.754;-3.082
4150451;Reajustes;-446;0;0;0;-446
4150500;Instrumentos de deuda emitidos;-5.411;-76.404;0;-552;-82.367
4150501;Intereses por letras de crédito;0;-457;0;0;-457
4150511;Intereses por bonos corrientes;-5.411;-32.691;0;-552;-38.654
4150521;Intereses por bonos subordinados;0;-9.415;0;0;-9.415
4150522;Intereses por bonos hipotecarios;0;0;0;0;0
4150551;Reajustes por letras de crédito;0;-195;0;0;-195
4150561;Reajustes por bonos corrientes;0;-28.532;0;0;-28.532
4150571;Reajustes por bonos subordinados;0;-5.114;0;0;-5.114
4150572;Reajustes por bonos hipotecarios;0;0;0;0;0
4150600;Otras obligaciones financieras;-597;-192;0;0;-789
4150601;Intereses;-597;-108;0;0;-705
4150651;Reajustes;0;-84;0;0;-84
4150800;Otros gastos por intereses o reajustes;0;-216;0;-377;-593
4150801;Intereses;0;0;0;-377;-377
4150851;Reajustes;0;-216;0;0;-216
4150900;Resultado de coberturas contables;1.064;404;0;0;1.468
4200000;INGRESOS POR COMISIONES;41.005;1.673;0;3.155;45.833
4200100;Comisiones por líneas de crédito y sobregiros;1.394;0;0;35;1.429
4200200;Comisiones por avales y cartas de crédito;1.062;1.673;0;2.564;5.299
4200300;Comisiones por servicios de tarjetas;15.207;0;0;0;15.207
4200303;Tarjetas de cajeros automáticos;2.775;0;0;0;2.775
4200304;Tarjetas de crédito-comisiones a titulares;5.053;0;0;0;5.053
4200305;Tarjetas de crédito-comisiones de establecimientos;3.726;0;0;0;3.726
4200306;Tarjetas de débito-comisiones de titulares;1.165;0;0;0;1.165
4200307;Tarjetas de débito-comisiones de establecimientos;2.488;0;0;0;2.488
4200309;Otras tarjetas;0;0;0;0;0
4200400;Comisiones por administración de cuentas;2.467;0;0;22;2.489
4200500;Comisiones por cobranzas, recaudaciones y pagos;5.817;0;0;107;5.924
4200600;Comisiones por intermediación y manejo de valores;718;0;0;1;719
4200700;Comisiones por inversiones en fondos mutuos u otros;4.633;0;0;0;4.633
4200800;Remuneraciones por comercialización de seguros;4.432;0;0;0;4.432
4200900;Otras comisiones ganadas;5.275;0;0;426;5.701
4250000;GASTOS POR COMISIONES;-15.006;0;0;-3.405;-18.411
4250100;Remuneraciones por operación de tarjetas;-11.218;0;0;-2.234;-13.452
4250101;Comisiones por operación de tarjetas de crédito;-7.548;0;0;-2.234;-9.782
4250102;Comisiones por operación de tarjetas de débito y cajeros;-3.670;0;0;0;-3.670
4250190;Otras;0;0;0;0;0
4250200;Comisiones por operación con valores;-303;0;0;0;-303
4250300;Otras comisiones;-3.485;0;0;-1.171;-4.656
4300000;UTILIDAD NETA DE OPERACIONES FINANCIERAS;37.985;2.278;0;4;40.267
4300100;Instrumentos financieros para negociación;22.967;2.284;0;4;25.255
4300101;Intereses y reajustes;15.151;1.740;0;2;16.893
4300102;Ajuste a valor razonable;957;-623;0;-1;333
4300103;Utilidad por venta;7.190;2.158;0;3;9.351
4300104;Pérdida por venta;-1.221;-991;0;0;-2.212
4300190;Resultado inversiones en Fondos Mutuos;890;0;0;0;890
4300200;Derivados de negociación;15.047;0;0;0;15.047
4300300;Venta de instrumentos disponibles para la venta;76;-1;0;0;75
4300400;Venta de cartera de créditos;116;0;0;0;116
4300500;Resultado neto de otras operaciones;-221;-5;0;0;-226
4350000;UTILIDAD (PÉRDIDA) DE CAMBIO NETA;59;0;-765;7.915;7.209
4350100;Resultado neto de cambio monedas extranjeras;59;0;0;7.023;7.082
4350200;Resultados neto por reajustes por tipo de cambio;0;0;-765;0;-765
4350900;Resultado de coberturas contables;0;0;0;892;892
4400000;OTROS INGRESOS OPERACIONALES;7.289;0;0;72;7.361
4400100;Ingresos por bienes recibidos en pago;2.758;0;0;0;2.758
4400200;Liberación de provisiones por contingencias;0;0;0;0;0
4400290;Otras provisiones por contingencias;0;0;0;0;0
4400300;Otros ingresos;4.531;0;0;72;4.603
4500000;PROVISIONES POR RIESGO DE CREDITO;-30.660;-3.369;0;-1.065;-35.094
4500100;Provisiones para créditos y cuentas por cobrar;-36.797;-5.913;0;-1.065;-43.775
4500101;Provisiones colocaciones comerciales;-6.478;-1.523;0;-1.040;-9.041
4500111;Provisiones colocaciones para vivienda;1.033;-1.354;0;0;-321
4500112;Provisiones colocaciones de consumo;-31.352;-3.036;0;0;-34.388
4500190;Provisiones para créditos otorgados a bancos;0;0;0;-25;-25
4500200;Provisiones para créditos contingentes;-254;0;0;0;-254
4500700;Provisiones adicionales;-249;0;0;0;-249
4500701;Provisiones adicionales colocaciones comerciales;-249;0;0;0;-249
4500702;Provisiones adicionales colocaciones para vivienda;0;0;0;0;0
4500703;Provisiones adicionales colocaciones de consumo;0;0;0;0;0
4500800;Ajuste a provisión mínima cartera normal;0;0;0;0;0
4500801;Ajuste a provisión mínima adeudado por bancos;0;0;0;0;0
4500802;Ajuste a provisión mínima colocaciones comerciales;0;0;0;0;0
4500803;Ajuste a provisión mínima créditos contingentes;0;0;0;0;0
4500900;Recuperación de créditos castigados;6.640;2.544;0;0;9.184
4500901;Recuperación de créditos comerciales castigados;590;335;0;0;925
4500911;Recuperación de créditos para vivienda castigados;212;781;0;0;993
4500921;Recuperación de créditos de consumo castigados;5.838;1.428;0;0;7.266
