
Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)
 
4100000;INGRESOS POR INTERESES Y REAJUSTES;282.310;141.044;1.229;36.168;460.751
4100100;Contratos de retrocompra;178;14;0;0;192
4100101;Intereses;178;14;0;0;192
4100151;Reajustes;0;0;0;0;0
4100200;Créditos otorgados a bancos;112;0;0;0;112
4100201;Intereses;112;0;0;0;112
4100251;Reajustes;0;0;0;0;0
4100300;Colocaciones comerciales;115.051;52.377;1.229;31.068;199.725
4100301;Intereses de préstamos comerciales;90.272;39.620;0;12.329;142.221
4100309;Intereses de créditos de comercio exterior;3.586;53;0;18.122;21.761
4100310;Intereses de créditos en cuentas corrientes;7.615;0;0;0;7.615
4100320;Intereses de operaciones de factoraje;4.732;0;0;617;5.349
4100325;Intereses de préstamos estudiantiles;0;436;0;0;436
4100330;Intereses por leasing comercial;7.602;10.065;1.229;0;18.896
4100340;Intereses de otros créditos y cuentas por cobrar;116;462;0;0;578
4100351;Reajustes de préstamos comerciales;0;569;0;0;569
4100359;Reajustes de créditos de comercio exterior;0;-1;0;0;-1
4100360;Reajustes de créditos en cuentas corrientes;0;0;0;0;0
4100370;Reajustes de operaciones de factoraje;-2;0;0;0;-2
4100375;Reajustes de préstamos estudiantiles;0;3;0;0;3
4100380;Reajustes por leasing comercial;0;-178;0;0;-178
4100390;Reajustes de otros créditos y cuentas por cobrar;0;6;0;0;6
4100399;Comisiones por prepago de créditos comerciales;1.130;1.342;0;0;2.472
4100400;Colocaciones para vivienda;20;86.441;0;0;86.461
4100401;Intereses de préstamos con letras de crédito;0;229;0;0;229
4100402;Comisiones de préstamos con letras de crédito;0;98;0;0;98
4100403;Intereses de prestamos con mutuos financiados con bonos hipotecarios;0;910;0;0;910
4100405;Intereses de préstamos con MHE;0;282;0;0;282
4100407;Intereses de otros mutuos para vivienda;20;83.926;0;0;83.946
4100408;Intereses de créditos ANAP;0;0;0;0;0
4100420;Intereses por leasing para vivienda;0;0;0;0;0
4100430;Intereses de otros créditos para vivienda;0;0;0;0;0
4100451;Reajustes de préstamos con letras de crédito;0;3;0;0;3
4100452;Reajustes de prestamos con mutuos financiados con bonos hipotecarios;0;136;0;0;136
4100455;Reajustes de préstamos con MHE;0;5;0;0;5
4100457;Reajustes de otros mutuos para vivienda;0;743;0;0;743
4100458;Reajustes de créditos ANAP;0;0;0;0;0
4100480;Reajustes por leasing para vivienda;0;0;0;0;0
4100490;Reajustes de otros créditos para vivienda;0;0;0;0;0
4100499;Comisiones por prepago de créditos para vivienda;0;109;0;0;109
4100500;Colocaciones de consumo;147.291;257;0;0;147.548
4100501;Intereses de créditos de consumo en cuotas;82.202;168;0;0;82.370
4100510;Intereses de créditos en cuentas corrientes;18.525;0;0;0;18.525
4100520;Intereses de créditos por tarjetas de crédito;44.727;0;0;0;44.727
4100530;Intereses por leasing de consumo;95;11;0;0;106
4100540;Intereses de otros créditos de consumo;2;0;0;0;2
4100590;Reajustes colocaciones de consumo;0;37;0;0;37
4100599;Comisiones por prepago de créditos de consumo;1.740;41;0;0;1.781
4100600;Instrumentos de inversión;15.602;1.933;0;1.325;18.860
4100601;Intereses de inversiones disponibles para la venta;15.601;1.975;0;1.325;18.901
4100621;Intereses de inversiones hasta el vencimiento;1;0;0;0;1
4100651;Reajustes de inversiones disponibles para la venta;0;-42;0;0;-42
4100671;Reajustes de inversiones hasta el vencimiento;0;0;0;0;0
4100800;Otros ingresos por intereses o reajustes;466;22;0;3.775;4.263
4100801;Intereses por saldos en cuentas corrientes;0;0;0;13;13
4100804;Intereses operaciones overnight;0;0;0;0;0
4100810;Otros intereses ganados;553;0;0;3.762;4.315
4100850;Otros reajustes ganados;-87;22;0;0;-65
4100900;Resultado de coberturas contables;3.590;0;0;0;3.590
4150000;GASTOS POR INTERESES Y REAJUSTES;-66.321;-38.230;0;-33.499;-138.050
4150100;Depósitos a la vista;-3.212;4;0;0;-3.208
4150101;Intereses por cuentas corrientes;-3.212;0;0;0;-3.212
4150102;Intereses por otros depósitos y cuentas a la vista;0;0;0;0;0
4150103;Intereses por otras obligaciones a la vista;0;0;0;0;0
4150151;Reajustes por obligaciones a la vista;0;4;0;0;4
4150200;Contratos de retrocompra;-1.696;0;0;0;-1.696
4150201;Intereses;-1.696;0;0;0;-1.696
4150251;Reajustes;0;0;0;0;0
4150300;Depósitos y captaciones a plazo;-76.845;-3.789;0;-7.321;-87.955
4150301;Intereses por depósitos a plazo;-76.844;-3.895;0;-7.321;-88.060
4150302;Intereses por cuentas de ahorro a plazo;-1;-47;0;0;-48
4150309;Intereses de otros saldos acreedores a plazo;0;0;0;0;0
4150351;Reajustes por depósitos a plazo;0;136;0;0;136
4150352;Reajustes por cuentas de ahorro a plazo;0;17;0;0;17
4150359;Reajustes de otros saldos acreedores a plazo;0;0;0;0;0
4150400;Obligaciones con bancos;-1.153;0;0;-11.546;-12.699
4150401;Intereses;-1.153;0;0;-11.546;-12.699
4150451;Reajustes;0;0;0;0;0
4150500;Instrumentos de deuda emitidos;-13.881;-33.558;0;-12.591;-60.030
4150501;Intereses por letras de crédito;0;-301;0;0;-301
4150511;Intereses por bonos corrientes;-13.881;-24.666;0;-12.591;-51.138
4150521;Intereses por bonos subordinados;0;-7.819;0;0;-7.819
4150522;Intereses por bonos hipotecarios;0;-675;0;0;-675
4150551;Reajustes por letras de crédito;0;1;0;0;1
4150561;Reajustes por bonos corrientes;0;-99;0;0;-99
4150571;Reajustes por bonos subordinados;0;1;0;0;1
4150572;Reajustes por bonos hipotecarios;0;0;0;0;0
4150600;Otras obligaciones financieras;-316;0;0;0;-316
4150601;Intereses;-316;0;0;0;-316
4150651;Reajustes;0;0;0;0;0
4150700;Obligaciones por contratos de arrendamiento;0;-755;0;0;-755
4150701;Intereses;0;-755;0;0;-755
4150751;Reajustes;0;0;0;0;0
4150800;Otros gastos por intereses o reajustes;-622;-132;0;-2.041;-2.795
4150801;Intereses;-609;0;0;-2.041;-2.650
4150851;Reajustes;-13;-132;0;0;-145
4150900;Resultado de coberturas contables;31.404;0;0;0;31.404
4200000;INGRESOS POR COMISIONES;117.075;2.559;0;1.732;121.366
4200100;Comisiones por líneas de crédito y sobregiros;1.560;0;0;1;1.561
4200200;Comisiones por avales y cartas de crédito;4.442;2.559;0;1.731;8.732
4200300;Comisiones por servicios de tarjetas;56.154;0;0;0;56.154
4200303;Tarjetas de cajeros automáticos;0;0;0;0;0
4200304;Tarjetas de crédito-comisiones a titulares;21.858;0;0;0;21.858
4200305;Tarjetas de crédito-comisiones de establecimientos;19.866;0;0;0;19.866
4200306;Tarjetas de débito-comisiones de titulares;7.344;0;0;0;7.344
4200307;Tarjetas de débito-comisiones de establecimientos;7.086;0;0;0;7.086
4200309;Otras tarjetas;0;0;0;0;0
4200400;Comisiones por administración de cuentas;8.829;0;0;0;8.829
4200500;Comisiones por cobranzas, recaudaciones y pagos;8.348;0;0;0;8.348
4200600;Comisiones por intermediación y manejo de valores;2.468;0;0;0;2.468
4200700;Comisiones por inversiones en fondos mutuos u otros;0;0;0;0;0
4200800;Remuneraciones por comercialización de seguros;11.021;0;0;0;11.021
4200900;Otras comisiones ganadas;24.253;0;0;0;24.253
4250000;GASTOS POR COMISIONES;-49.867;0;0;-824;-50.691
4250100;Remuneraciones por operación de tarjetas;-41.544;0;0;0;-41.544
4250101;Comisiones por operación de tarjetas de crédito;-29.606;0;0;0;-29.606
4250102;Comisiones por operación de tarjetas de débito y cajeros;-9.997;0;0;0;-9.997
4250190;Otras;-1.941;0;0;0;-1.941
4250200;Comisiones por operación con valores;-271;0;0;0;-271
4250300;Otras comisiones;-8.052;0;0;-824;-8.876
4300000;UTILIDAD NETA DE OPERACIONES FINANCIERAS;-170.519;502;0;1.507;-168.510
4300100;Instrumentos financieros para negociación;1.291;477;0;1.455;3.223
4300101;Intereses y reajustes;7;477;0;261;745
4300102;Ajuste a valor razonable;1.305;0;0;1.214;2.519
4300103;Utilidad por venta;544;0;0;7;551
4300104;Pérdida por venta;-575;0;0;-27;-602
4300190;Resultado inversiones en Fondos Mutuos;10;0;0;0;10
4300200;Derivados de negociación;-182.196;0;0;0;-182.196
4300300;Venta de instrumentos disponibles para la venta;10.590;25;0;52;10.667
4300400;Venta de cartera de créditos;771;0;0;0;771
4300500;Resultado neto de otras operaciones;-975;0;0;0;-975
4350000;UTILIDAD (PÉRDIDA) DE CAMBIO NETA;209.506;0;-2.151;0;207.355
4350100;Resultado neto de cambio monedas extranjeras;246.982;0;0;0;246.982
4350200;Resultados neto por reajustes por tipo de cambio;0;0;-2.151;0;-2.151
4350900;Resultado de coberturas contables;-37.476;0;0;0;-37.476
4400000;OTROS INGRESOS OPERACIONALES;5.156;0;0;0;5.156
4400100;Ingresos por bienes recibidos en pago;4.896;0;0;0;4.896
4400200;Liberación de provisiones por contingencias;44;0;0;0;44
4400290;Otras provisiones por contingencias;0;0;0;0;0
4400300;Otros ingresos;216;0;0;0;216
4500000;PROVISIONES POR RIESGO DE CREDITO;-76.274;0;0;0;-76.274
4500100;Provisiones para créditos y cuentas por cobrar;-96.330;0;0;0;-96.330
4500101;Provisiones colocaciones comerciales;-34.760;0;0;0;-34.760
4500111;Provisiones colocaciones para vivienda;-6.867;0;0;0;-6.867
4500112;Provisiones colocaciones de consumo;-54.680;0;0;0;-54.680
4500190;Provisiones para créditos otorgados a bancos;-23;0;0;0;-23
4500200;Provisiones para créditos contingentes;-1.255;0;0;0;-1.255
4500700;Provisiones adicionales;0;0;0;0;0
4500701;Provisiones adicionales colocaciones comerciales;0;0;0;0;0
4500702;Provisiones adicionales colocaciones para vivienda;0;0;0;0;0
4500703;Provisiones adicionales colocaciones de consumo;0;0;0;0;0
4500800;Ajuste a provisión mínima cartera normal;0;0;0;0;0
4500801;Ajuste a provisión mínima adeudado por bancos;0;0;0;0;0
4500802;Ajuste a provisión mínima colocaciones comerciales;0;0;0;0;0
4500803;Ajuste a provisión mínima créditos contingentes;0;0;0;0;0
4500900;Recuperación de créditos castigados;21.311;0;0;0;21.311
4500901;Recuperación de créditos comerciales castigados;6.419;0;0;0;6.419
4500911;Recuperación de créditos para vivienda castigados;4.313;0;0;0;4.313
4500921;Recuperación de créditos de consumo castigados;10.579;0;0;0;10.579
4500931;Recuperación de otros créditos castigados;0;0;0;0;0
4600000;REMUNERACIONES Y GASTOS DEL PERSONAL;-94.557;0;0;0;-94.557
4610000;GASTOS DE ADMINISTRACIÓN;-58.916;0;0;-420;-59.336
4610100;Gastos generales de administración;-32.754;0;0;-420;-33.174
4610200;Servicios subcontratados;-19.934;0;0;0;-19.934
4610300;Gastos del Directorio;-315;0;0;0;-315
