
Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)
 
4100000;INGRESOS POR INTERESES Y REAJUSTES;574.255;491.431;0;654.254;1.719.940
4100100;Contratos de retrocompra;1.451;0;0;3.543;4.994
4100101;Intereses;1.453;0;0;3.543;4.996
4100151;Reajustes;-2;0;0;0;-2
4100200;Créditos otorgados a bancos;2.564;0;0;1.797;4.361
4100201;Intereses;2.564;0;0;1.797;4.361
4100251;Reajustes;0;0;0;0;0
4100300;Colocaciones comerciales;293.594;225.691;0;405.778;925.063
4100301;Intereses de préstamos comerciales;235.592;61.142;0;256.061;552.795
4100309;Intereses de créditos de comercio exterior;5.164;0;0;91.111;96.275
4100310;Intereses de créditos en cuentas corrientes;20.305;0;0;2.239;22.544
4100320;Intereses de operaciones de factoraje;8.131;16;0;4.354;12.501
4100325;Intereses de préstamos estudiantiles;0;36.669;0;0;36.669
4100330;Intereses por leasing comercial;13.319;11.348;0;45.660;70.327
4100340;Intereses de otros créditos y cuentas por cobrar;0;9;0;6.122;6.131
4100351;Reajustes de préstamos comerciales;0;88.559;0;0;88.559
4100359;Reajustes de créditos de comercio exterior;0;0;0;0;0
4100360;Reajustes de créditos en cuentas corrientes;0;0;0;0;0
4100370;Reajustes de operaciones de factoraje;0;33;0;0;33
4100375;Reajustes de préstamos estudiantiles;0;19.666;0;0;19.666
4100380;Reajustes por leasing comercial;0;7.492;0;0;7.492
4100390;Reajustes de otros créditos y cuentas por cobrar;0;168;0;0;168
4100399;Comisiones por prepago de créditos comerciales;11.083;589;0;231;11.903
4100400;Colocaciones para vivienda;0;244.849;0;56.493;301.342
4100401;Intereses de préstamos con letras de crédito;0;1.542;0;0;1.542
4100402;Comisiones de préstamos con letras de crédito;0;762;0;0;762
4100403;Intereses de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100405;Intereses de préstamos con MHE;0;5.286;0;0;5.286
4100407;Intereses de otros mutuos para vivienda;0;130.338;0;26.010;156.348
4100408;Intereses de créditos ANAP;0;0;0;0;0
4100420;Intereses por leasing para vivienda;0;0;0;30.483;30.483
4100430;Intereses de otros créditos para vivienda;0;1.020;0;0;1.020
4100451;Reajustes de préstamos con letras de crédito;0;871;0;0;871
4100452;Reajustes de prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
4100455;Reajustes de préstamos con MHE;0;2.959;0;0;2.959
4100457;Reajustes de otros mutuos para vivienda;0;100.579;0;0;100.579
4100458;Reajustes de créditos ANAP;0;0;0;0;0
4100480;Reajustes por leasing para vivienda;0;0;0;0;0
4100490;Reajustes de otros créditos para vivienda;0;561;0;0;561
4100499;Comisiones por prepago de créditos para vivienda;0;931;0;0;931
4100500;Colocaciones de consumo;249.039;394;0;129.597;379.030
4100501;Intereses de créditos de consumo en cuotas;151.203;258;0;104.545;256.006
4100510;Intereses de créditos en cuentas corrientes;48.274;0;0;690;48.964
4100520;Intereses de créditos por tarjetas de crédito;46.340;0;0;23.456;69.796
